category,question,answer,source
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on electric guitar in metal mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Fruity Parametric EQ 2-оор 4.4 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ, мөн Wave Candy дээр crest gap-ийг ойролцоогоор 1.2 dB түвшинд ажигла.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on hi-hats in house mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн Fruity Parametric EQ 2-оор 3.6 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on hi-hats in metal mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on hi-hats in dnb mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн Wave Candy дээр crest gap-ийг ойролцоогоор 0.5 dB түвшинд ажигла.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on hi-hats in pop mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Wave Candy дээр crest gap-ийг ойролцоогоор 0.4 dB түвшинд ажигла.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on hi-hats in hip-hop mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Maximus output gain-ийг 0.4 dB алхмаар л өсгө, мөн Maximus output gain-ийг 1.9 dB алхмаар л өсгө.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on hi-hats in ambient mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Wave Candy дээр crest gap-ийг ойролцоогоор 2.1 dB түвшинд ажигла.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on hi-hats in jazz mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн Maximus output gain-ийг 1.3 dB алхмаар л өсгө.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on hi-hats in classical mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Maximus output gain-ийг 2.4 dB алхмаар л өсгө, мөн Fruity Parametric EQ 2-оор 6.8 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on hi-hats in folk mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Maximus output gain-ийг 0.9 dB алхмаар л өсгө, мөн Wave Candy дээр crest gap-ийг ойролцоогоор 2.4 dB түвшинд ажигла.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on hi-hats in r&b mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Fruity Parametric EQ 2-оор 6.8 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on hi-hats in rock mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Fruity Parametric EQ 2-оор 6 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on hi-hats in electronic mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Maximus output gain-ийг 1.9 dB алхмаар л өсгө, мөн Fruity Parametric EQ 2-оор 2.4 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on hi-hats in trap mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Wave Candy дээр crest gap-ийг ойролцоогоор 0.5 dB түвшинд ажигла, мөн Maximus output gain-ийг 0.6 dB алхмаар л өсгө, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on hi-hats in dubstep mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Wave Candy дээр crest gap-ийг ойролцоогоор 1.1 dB түвшинд ажигла, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on kick drum in trap mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Maximus output gain-ийг 1.3 dB алхмаар л өсгө.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on kick drum in house mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Fruity Parametric EQ 2-оор 6.8 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on kick drum in classical mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Wave Candy дээр crest gap-ийг ойролцоогоор 0.4 dB түвшинд ажигла, мөн Fruity Parametric EQ 2-оор 2.6 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on kick drum in folk mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Maximus output gain-ийг 1 dB алхмаар л өсгө, мөн Fruity Parametric EQ 2-оор 6.2 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on kick drum in pop mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Fruity Parametric EQ 2-оор 4.8 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ, мөн Maximus output gain-ийг 2.3 dB алхмаар л өсгө.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on kick drum in dnb mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн Wave Candy дээр crest gap-ийг ойролцоогоор 0.8 dB түвшинд ажигла.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on kick drum in ambient mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Fruity Parametric EQ 2-оор 4.4 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ, мөн Fruity Parametric EQ 2-оор 5.2 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on kick drum in rock mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Wave Candy дээр crest gap-ийг ойролцоогоор 1.1 dB түвшинд ажигла, мөн Fruity Parametric EQ 2-оор 5.8 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on kick drum in metal mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Maximus output gain-ийг 2 dB алхмаар л өсгө.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on kick drum in r&b mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн Fruity Parametric EQ 2-оор 2.6 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on lead vocal in electronic mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Fruity Parametric EQ 2-оор 5.6 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on lead vocal in pop mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн Fruity Parametric EQ 2-оор 3 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on lead vocal in metal mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Fruity Parametric EQ 2-оор 4.2 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on lead vocal in dnb mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Maximus output gain-ийг 1.8 dB алхмаар л өсгө.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on lead vocal in jazz mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Maximus output gain-ийг 1.2 dB алхмаар л өсгө, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on lead vocal in r&b mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Wave Candy дээр crest gap-ийг ойролцоогоор 1.5 dB түвшинд ажигла, мөн Maximus output gain-ийг 1.5 dB алхмаар л өсгө.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on lead vocal in house mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Fruity Parametric EQ 2-оор 2.4 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ, мөн Fruity Parametric EQ 2-оор 5.6 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on lead vocal in folk mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Fruity Parametric EQ 2-оор 5 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ, мөн Maximus output gain-ийг 1.9 dB алхмаар л өсгө.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on organ in trap mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Fruity Parametric EQ 2-оор 3.4 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on organ in classical mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Maximus output gain-ийг 0.6 dB алхмаар л өсгө.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on organ in hip-hop mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Fruity Parametric EQ 2-оор 3.8 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ, мөн Fruity Parametric EQ 2-оор 2.4 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on organ in ambient mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Maximus output gain-ийг 2.3 dB алхмаар л өсгө.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on organ in metal mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Maximus output gain-ийг 1.4 dB алхмаар л өсгө.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on organ in jazz mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Fruity Parametric EQ 2-оор 3.2 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on organ in dnb mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн Maximus output gain-ийг 1.5 dB алхмаар л өсгө.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on organ in dubstep mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн Maximus output gain-ийг 1.3 dB алхмаар л өсгө, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on organ in rock mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Wave Candy дээр crest gap-ийг ойролцоогоор 0.7 dB түвшинд ажигла.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on organ in house mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Wave Candy дээр crest gap-ийг ойролцоогоор 0.5 dB түвшинд ажигла.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on organ in r&b mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Maximus output gain-ийг 1.8 dB алхмаар л өсгө, мөн Wave Candy дээр crest gap-ийг ойролцоогоор 1.9 dB түвшинд ажигла.",Local generated FL Studio troubleshooting dataset
Mastering,Loudness target not meeting -14 LUFS for streaming platforms on piano in pop mix,"Master chain-д Fruity Soft Clipper-ийг эхэнд нь тавьж transient-ийг 1-2 dB зөөллөөд, Maximus-ийн final band-аар нийт gain-ийг аажмаар өргө; Fruity Limiter ceiling-ийг -1.0 dB дээр үлдээ. Ингэвэл платформын loudness-д ойртож байсан ч peak аюулгүй хэвээр үлдэнэ, мөн Fruity Parametric EQ 2-оор 3.6 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
